code,product_name,lang,image_path,image_language,reference_ingredients,declared_allergens,trace_allergens,evidence,negated_terms,annotator,annotation_date,notes,off_declared_allergens,off_trace_allergens
7613287431943,Nesquik Cocoa,fr,,,"Sugar, Fat Reduced Cocoa Powder, Emulsifier From Plant Origin: Soya Lecithin, Salt, Vitamins (C, D), Natural Vanilla Flavor, Cinnamon",soy,,,,,,,soy,
3175681851856,Biscuit raisins,fr,,,"Farine de blé 60,4%, huile de colza, sucre non raffiné, pâte de raisins 6,9%, germe de blé 5,1%, amidon de blé, raisins secs 2,8%, fibres de blé, magnésium, émulsifiant lécithines, poudres à lever (tartrates de potassium, carbonates de sodium), arôme naturel, vitamines (B1, B6, B9, D, E).",wheat_gluten,"milk, sesame, soy, tree_nut",,,,,,wheat_gluten,"milk, sesame, soy, tree_nut"
5449000232311,FuzeTea Thé noir glacé saveur pêche,fr,,,"Eau, sucre, acide citrique, acide malique, extrait de thé noir (0,12%), jus de pêche à base de concentré (0.1%), arôme naturel de pêche, arômes naturels, citrates de sodium, acide ascorbique, glycosides de stéviol issus de Stevia, extrait d'hibiscus.",,,,,,,,,
5411788047494,Tamari Hot Chili Et Lemon,fr,,,"Tamari 55% (eau, soja*, sel marin alcool*, I citron* 15%, sirop de riz*, poivre de Cayenne* 8010, eau, amidon de maïs*. de l'agriculture biologique) Sans matières grasses.",soy,,,,,,,soy,
3229820116716,Muesli aux fruits,fr,,,"Flocons d'avoine complète, flocons de seigle, flocons d'orge, flocons d'épeautre (blé), raisins 7% (raisins, huile de tournesol), flocons de blé, dattes 4% (dattes, farine de riz), pommes 3,5%, lamelles de bananes 3,5% (bananes, sucre de canne brut, huile de coco), copeaux de noix de coco 1.5%.","tree_nut, wheat_gluten","milk, sesame, soy, tree_nut",,,,,,"tree_nut, wheat_gluten","milk, sesame, soy, tree_nut"
8712100731822,Amora Spécialité à la Moutarde de Dijon aux Épices Savora Bocal 385g,fr,,,"Moutarde de Dijon 40% (eau, graines de MOUTARDE brunes 10%, vinaigre d'alcool, sel, acidifiant : acide citrique, conservateur : DISULFITE de potassium), vinaigre de malt d'ORGE 27%, eau, farine de BLÉ, sucre, vinaigre d'alcool, sel, miel 1,4%, épices et aromates 0,8% (curcuma, cannelle, ail, noix de muscade, oignon, graines de CÉLERI, piment de Cayenne, clou de girofle, graines de MOUTARDE blanches, estragon).",wheat_gluten,,,,,,,wheat_gluten,
6111017007013,Caobel,en,,,"Ingrédients Sucre, poudre de cacao, cernates, amidon, arôme artificiel vanilline, sel Conservation Afin de préserver toutes les qualités de Caobe il est recommandé de bien refermer le sachet et de le conserver dans un endroit sea.",,,,,,,,,
3229820787985,Crème de coco légère,fr,,,"Noix de coco* 55%, eau, maltodextrine de maïs*, épaississant: gomme guar*. *Ingrédients biologiques,",,"soy, tree_nut, wheat_gluten",,,,,,,"soy, tree_nut, wheat_gluten"
3560071014094,Amande Sans sucres,fr,,,"Eau, _amande_ * (2,8%), amidon de manioc*, arôme naturel d'_amande_, épaississant : farine de graine de caroube*, sel marin. *ingrédients issus de l'agriculture biologique.",tree_nut,,,,,,,tree_nut,
8434165466333,Krit krititas galletas saladas,es,,,"Harina de _trigo_, aceite de girasol alto oleico (26%), azúcar, jarabe de glucosa y fructosa, extracto de malta de _cebada_, sal, gasificantes (carbonatos de amonio, carbonatos sodio), corrector de acidez (fosfatos de calcio), sal mineral de potasio, levadura, agente de tratamiento de la harina (_metabisulfito_ sódico). Puede contener _sésamo, leche, mostaza, soja,huevo._",wheat_gluten,"egg, milk, sesame, soy",,,,,,wheat_gluten,"egg, milk, sesame, soy"
6111035002052,Bul'tropicale,fr,,,"eau minérale naturelle gazeuse, jus de fruits, sucre, arômes, acidifiant acide citrique, antioxydant acide ascorbique, colorant, sel",,,,,,,,,
7311070032574,"Golden Wheat Swedish Krisprolls, 7.9oz (225g)",fr,,,"Farine de BLÉ (90%), sucre, huiles végétales (colza), levure, sel, malt d'ORGE.",wheat_gluten,,,,,,,wheat_gluten,
8886303210207,Natural Coconut Cream,en,,,"Natural Coconut Cream (99.9%), Xanthan Gum, Guar Gum, Carrageenan.",tree_nut,,,,,,,tree_nut,
5449000147417,Cappy PULPY,fr,,,"D 1Le BG: Негазирана напитка със сок от портокал от концентрат, с пулп от портокал, с добавен витамин С. Със захари и подсладители. Плодово съдържание 7%. Пастьоризирана. Съставки: вода, фруктозо-глюкозен сироп, пулп от портокал (4%), сок от портокал от концентрат (3%), киселина (лимонена киселина), витамин С (L-аскорбинова киселина), регулатор на киселинност (натриеви цитрати), ароматизанти, стабилизатори (акациева гума, глицеролови естери на дървесни смоли, алфа-токоферол), подсладители (цикламати, стевиолови гликозиди от стевия, ацесулфам К), оцветител (каротини). MD: Băuturà răcoritoare necarbogazoasă cu suc de portocale din concentrat (3%) si pulpă de portocale (4%), cu zaharuri si indulcitori. Produs pasteurizat. Ingrediente: apã, sirop de glucozã-fructozã, pulpã de portocale (4%), suc de portocale din concentrat (3%), acidifiant (acid citric), vitamina C (acid L-ascorbic), corector de aciditate (citrati de sodiu), arome, stabilizatori (guma de acacia, esteri glicerici ai rasinilor din lemn, alfa-tocoferol), indulcitori (ciclamati, glicozide steviolice din stevia, acesulfam-K), colorant (caroteni).",,wheat_gluten,,,,,,,wheat_gluten
6111099000582,Lio huile de table,ar,,,"lio Huile de table A ingredients: Huiles vegetales (Soja), Vitamine A, Vitamine 9 Valeurs nutritionnelles 1999 Veleur Energétique (Koa) 999 100 Acides gras saturés (g) 14 Acides gras monoinsaturés (g) 24 Acides gras polyinsaturés (g) 62 0 Glucide 0 3099 Vitamine 03 (1) 300 Lio Produit: HSB التنقية في : رقم Raffinée à : Agadi MAHGO 26.522.19 ليو منتوج التوضيب في : Conditionnée : MAHCO 25.84 19 2 Litres القيمة الغذائية FEE R",,soy,,,,,,,soy
4056489620938,Beurre de cacahuètes,fr,,,"100% cacahuètes grillées, Traces éventuelles de soja,",peanut,soy,,,,,,peanut,soy
6111032001010,DANONE ASSIL BANANE,fr,,,"يوغورت عاقد - ا سکر. قشدة، زبدة، نكهة، خمائر حليبية لليوغورت. م. د: %1.80 مصنوع ف خط قد يمكن أن يحتوي على الكلوتين و الفستوه رقم الاعتماد الصحي 0NSSA ؛ 2.1,13 LPL الوزن الصافي : 10 لمكونات حليب بدون قشدة، مسحوق الحليب بدون قشدة تصنوع خط قد 4e ستطرال - دانون - طريق قنيطردره تارية الإفتاج - تاريخ ادتهاء انعز وع 6با علي لا عو ر ek TT10322 OO TO",,tree_nut,,,,,,,tree_nut
3095757697105,Blanc de Poulet  - 25% de Sel*,fr,,,"Filet de poulet 94%, bouillons (eau, _céleri_, plantes aromatiques, oignon, épices, huile de tournesol), sel, jus concentré de _céleri_, dextrose de maïs, ferments, antioxydant : ascorbate de sodium, colorant : caramel ordinaire.",,,,,,,,,
5449000135544,Ciel 50cl,ar,,,96 Bleagbooates,,,,,,,,,
22314010025,Crème de marrons de l'Ardèche,fr,,,"Châtaignes (50%), sucre, marrons glacés (châtaignes (54,6%), sucre, sirop de glucose, extrait de vanille de Madagascar), extrait de vanille Madagascar.",tree_nut,,,,,,,tree_nut,
20022464,Extra Dark 74% Cocoa,en,,,"cocoa mass, sugar, cocoa butter, fat reduced cocoa powder, emulsifier: lecithins (soya), natural vanilla flavouring, dark chocolate contains: cocoa solids 74% minimum,",soy,wheat_gluten,,,,,,soy,wheat_gluten
8410076601131,Crunchy avoine et miel,fr,,,"Avoine complète (60%), sucre, huiles végétales, miel (3%), sel de cuisine (0,8%), mélasse (0,8%), lécithines, bicarbonate de sodium.","tree_nut, wheat_gluten","peanut, soy, tree_nut, wheat_gluten",,,,,,"tree_nut, wheat_gluten","peanut, soy, tree_nut, wheat_gluten"
3480341000674,Carré Frais 0% - Nature,fr,,,"Lait écrémé, sel, ferments lactiques.",milk,,,,,,,milk,
6153153,Tartines craquantes quinoa - pois chiche sans gluten,fr,,,"Farine de riz* semi-complet, farine de quinoa* 12%, farine de pois chiche* 9%, farine de maïs*, sel marin. *Produits issus de l'agriculture biologique. EN-Organic rice, quinoa, chickpeas and corn crispbread INGREDIENTS semi-whole rice flour*, quinoa flour* 12%, chickpeas flour* 9% corn flour* sag.calt",,,,,,,,,
6111021013208,Confiture De Fraises Aicha,fr,,,"Fraises, sucre, pectine de fruits, acidifiant : acide citrique",,tree_nut,,,,,,,tree_nut
6221007032540,Cerelac,fr,,,"المكولات : دقيق القمح، حليب خالي من الدسم، سكر، زيوت نباتية زيت بذور اللفت منخفض الإبروسيك زيت عباد الشمس، سكر مكرمل كاريونات الكالسيوم، مثبت : فوسفات ثنائي الصوديوم؛ فيتامينات C، نياسين، ب6، تيامين، حمض البانتوتنيك، A، ريبوفلافين، حمض الفوليك، K، D، بيوتين، ب12، فومارات الحديد، فانيلين، املاح معدنية كبريتات الزنك، يوديد البوتاسيوم، مستنبت البيفيدوس۔
 يحتوي على الفلوتين و الحليب.",,,,,,,,,
20150907,Cranberries,de,,,"66% Cranberries, 33,5 % Zucker, Sonnenblumenöl. Kann Spuren von Schalenfrüchten und Erdnüssen enthalten.",,"peanut, tree_nut",,,,,,,"peanut, tree_nut"
4056489367260,Mon p'tit plaisir,fr,,,"Fromage blanc (_lait_), protéines de _lait_, sel.",milk,,,,,,,milk,
5010477348517,Country Crisp 4 Baies,fr,,,"Céréales complètes (54%) (flocons d’avoine, farine d’avoine), sucre, flocons d’orge, huile végétale (huile de colza et de tournesol en proportions variables), farine de riz, baies lyophilisées (2,5%) (groseilles entières, cassis entiers, myrtilles entières, cranberries en tranches), noix de coco séchée, arôme naturel.",wheat_gluten,"tree_nut, wheat_gluten",,,,,,wheat_gluten,"tree_nut, wheat_gluten"
7622210724519,Chocolat noir Bio 70%,fr,,,"Pâte de cacao, sucre de canne, beurre de cacao, extrait de vanille.",,"milk, tree_nut",,,,,,,"milk, tree_nut"
75196001094,Whole Milk,en,,,"Milk, Vitamin D3",milk,,,,,,,milk,
6111266963283,,en,,,حليب طري كامل مسحوق الحليب بدون قشدة، مختر نشاء لاكتاز، خمائر حليبية مختارة,milk,,,,,,,milk,
8008698011065,MAESTRO VITAL - Pain aux graines tranché,en,,,"maize starch, sourdough 20% (rice flour, water), water, rice flour, sunflower seeds 6.6%, flax seeds 6.6%, vegetable fiber (psyllium), quinoa flour 2.9%, apple extract, sorghum flour 2.6%, yeast, sunflower oil, thickener: hydroxypropyl methylcellulose, chestnut flour 1.0%, iodized salt (salt, potassium iodide), natural flavor",,soy,,,,,,,soy
8886303210238,Lait de coco,fr,,,"Extrait de noix de coco fraîche (64%), eau, épaississants (Gomme xanthane, Gomme guar)",,,,,,,,,
3017760363990,Heudebert Fibre +,fr,,,"Farine de blé complète 58% (son de blé 9,5%, germe de blé 9,5%), farine de blé 30%, son de blé 7,5%, levure, huile de palme, gluten de blé, sirop de glucose-fructose, sucre, sel, farine de blé malté 0,7%, agent de traitement de la farine (acide ascorbique), amidon de blé, 
Peut contenir soja, lait, sésame,",wheat_gluten,"milk, sesame, soy",,,,,,wheat_gluten,"milk, sesame, soy"
3033490004521,Danone le nature 125 g x 4,fr,,,"LAIT partiellement écrémé à 1 % Mat. Gr. (94,7%), LAIT écrémé concentréou en poudre (5,2%), ferments lactiques (LAIT) LAIT : Origine France",milk,,,,,,,milk,
5411188115366,Alpro smooth subtle creamy oat,fr,,,"_Ovesná složka_ (pitná voda, oves (9,8%)]], rozpustná kukuřičná vláknina, slunečnicový olej, fosforečnan vápenatý, mořská sůl, stabilizátor (guma gellan), vitaminy (B2, B12, D2).",wheat_gluten,,,,,,,wheat_gluten,
3229820019604,Soja nature sans sucre ajouté bio,fr,,,"Tonyu (eau, fèves de soja 8%)",soy,,,,,,,soy,
3228857001378,Brioche moins de sucre,fr,,,"Farine de BLÉ 52,5%, eau, OEUFS frais 9%, huile de colza, sucre 8,5%, arôme (contient alcool), fibres (BLÉ, AVOINE), gluten de BLÉ, levure, sel, extraits végétaux à pouvoir colorant (curcuma, paprika), extrait d'acérola. Peut contenir des traces de LAIT, SOJA, FRUITS A COQUE, GRAINES DE SÉSAME.","egg, wheat_gluten","milk, sesame, soy, tree_nut",,,,,,"egg, wheat_gluten","milk, sesame, soy, tree_nut"
3451790988813,le beurre tendre,fr,,,"CREME (Origine France), matière grasse LAITIERE, sel (2%), ferments lactiques",milk,,,,,,,milk,
3523230028431,La bûche Sainte-Maure (Poitou-Charentes,fr,,,"Lait de chèvre pasteurisé (origine France), sel, ferments (dont lait).

Convient aux végétariens.",milk,,,,,,,milk,
20005733,Cerneaux de Noix,fr,,,"noix décortiquée
Traces éventuelles d'autres fruits à coque et d'arachides.",tree_nut,"peanut, tree_nut",,,,,,tree_nut,"peanut, tree_nut"
6111184007618,Sauce algérienne,fr,,,"Huile de colza, eau, sirop de glucose-fructose, piment en saumure (piment rouge fort, sel et vinaigre de table), vinaigre de table, oignon, sucre, jaune d'œufs, épaississant : amidon modifié, sel, concentré de tomate, moutarde, épices, concentré de citron, correcteurs d'acidité: (acide lactique, acide citrique ), stabilisant : gomme xanthane conservateurs:( sorbate de potassium, benzoate de sodium), arômes, oléorésine de capsicum, colorant: oléorésine de paprika et antioxydant: calcium disodium EDTA.",egg,,,,,,,egg,
6111032001003,Assil vanille,fr,,,"ليوغور م.د,%2. مصنوع إخط قد يمكن أن يحتوي على الگلوتين، الجوز والبندق. 2.",,milk,,,,,,,milk
3175681257566,Gerble Buscuit Citron Gingembre,fr,,,"farine complète de blé* 55,4%, farine de blé* semi-complète 19,4%, sucre de canne*, huile de tournesol oléique*, acide citrique, carbonates de sodium, huile essentielle de citron*, gingembre* en poudre.",wheat_gluten,"egg, milk, sesame, soy, tree_nut",,,,,,wheat_gluten,"egg, milk, sesame, soy, tree_nut"
3661344288690,CREME DESSERT BIO AU CHOCOLAT,fr,,,"LAIT entier pasteurisé et équitable (73%), chocolat* en poudre (12,5%) (sucre équitable (8,5%), cacao* en poudre équitable (4%)), creme* equitable (LAIT), sucre de canne* équitable, LAIT* écrémé en poudre, amidon, correcteur d'acidité (citrates de sodium).",milk,,,,,,,milk,
3161711001971,Fromage de France,en,,,"pasteurized cow's milk and cream from france, salt, lactic ferments (milk)",milk,,,,,,,milk,
3700214614259,Chocolat noir 75% Pérou,fr,,,"Pâte de cacao (Pérou), sucre de canne, beurre de cacao, gousse de vanille. Cacao: 75% minimum. Traces de soja, de lait et de fruits à coque.",,"milk, soy, tree_nut",,,,,,,"milk, soy, tree_nut"
3229820100234,Fourrés Chocolat Noir,fr,,,"Farine de blé* 41%, Chocolat noir* 22% (pâte de cacao*, sucre de canne&quot;, beurre de cacao&quot;), Sucre de canne* roux non raffiné, Farine complète de blé* 16%, Huile de tournesol oléique*, Arôme naturel de vanille, Lait écrémé en poudre, Sel de mer, carbonates d'ammonium, carbonates de sodium, gomme d'acacia*, extraits de romarin* Peut contenir du soja, des œufs, des fruits à coque, des graines de sésame et de la moutarde. *Ingrédients biologiques.","milk, soy, wheat_gluten","egg, sesame, soy, tree_nut",,,,,,"milk, soy, wheat_gluten","egg, sesame, soy, tree_nut"
781486100025,Whole Wheat Pocket Pita Bread,en,,,"Whole wheat flour, unbleached wheat flour, filtered water, yeast, salt, sugar, and vinegar",wheat_gluten,,,,,,,wheat_gluten,
4056489346357,"Boisson à l'amande, sans sucres",en,,,"water, 2,3% almonds', maltodextrins', sea salt, stabilizers: carob seed flour, gellanic gum, emulsifier: sunflower lecithin', natural aroma, 'from organic farming",tree_nut,tree_nut,,,,,,tree_nut,tree_nut
6111018903161,Nescafé Classic,fr,,,Good Food Godf Neste. تحدث إلي نستله 080 105 10 10 82 100 800 ig صنع من طرف نستله المغرب الطقة الصناعية الجديدة 2440 ONSSAN CTC 53-05-13 vasi ستورد من طرف نستله تونس لتوزيع، ب زغوان - تونس تورد من طرف نستله الجزائرش. درة الزوار - 1531 الجزائر www.nestlemaghreb.com NUTRITIONAL COMPASS علامة تجارية مسجلة لشركة,,,,,,,,,
3229820784946,Amande chocolat,fr,,,"Lait d'amandes* (eau, amandes* 2,2%), Sucre de canne*, Amidon de riz*, Cacao* dégraissé en poudre, Chocolat* 1% (sucre de canne*, pâte de cacao*, beurre de cacao*, extrait de vanille*), Stabilisants: gomme guar*, gomme xanthane, Sel marin. 

*Ingrédients biologiques.",tree_nut,tree_nut,,,,,,tree_nut,tree_nut
4337185452536,Cremeseife,de,,,"Aqua, Sodium Laureth Sulfate, Glycerin, Sodium Chloride, Cocamide DEA, Cocamidopropyl Betaine, Urea, Coco-Glucoside, Mel, Sine Adipe Lac, Glycol Distearate, Cocamide MEA, Parfum, Citric Acid, Sodium Benzoate, Potassium Sorbate, Sodium Sulfate, CI 47005, CI 16035",,,,,,,,,
3664346305990,Grand Arôme 32% de Cacao,fr,,,"Sucre, cacao maigre en poudre 32% minimum (11% de beurre de cacao), arôme.",,milk,,,,,,,milk
3229820787015,Amande sans sucres,fr,,,"Lait d'amandes (eau, amandes 2,8%), amidon de riz, arôme naturel d'amande, sel marin, stabilisants (gomme guar, gomme xanthane).",tree_nut,tree_nut,,,,,,tree_nut,tree_nut
3155251205524,Beurre tendre doux,fr,,,"Beurre (lain) (crème (origine France et UE), matière grasse laitière, ferments lactiques). Nos beurres Président sont fabriqués en Normandie ou en Bretagne. En moyenne sur l'année, les crèmes utilisées sont très majoritairement françaises. Il peut arriver que nous sélectionnions des crèmes origine UE pour couvrir nos besoins sans jamais transiger sur la qualité",milk,,,,,,,milk,
6111246953679,,ar,,,حليب بدون دسم، حليب كامل الدسم، 15غ/لتر من المادة الدسمة.,milk,,,,,,,milk,
3033491454080,SKYR,fr,,,"Lait écrémé, ferments lactiques (lait). Lait: Origine France",milk,,,,,,,milk,
5449000000996,Coca-Cola,es,,,"Agua carbonatada, azúcar, colorante (E-150d), acidulante (ácido fosfórico), aromas naturales (contiene cafeína).",,,,,,,,,
7394376616501,Haver barista edition,nl,,,"Water, HAVER 10%, koolzaadolie, zuurteregelaar (dikaliumfosfaat), mineralen (calcium - carbonaat, kalium - jodide), zout, vitaminen (D2, riboflavine, B12)",wheat_gluten,,,,,,,wheat_gluten,
8480000156624,Kéfir natural,es,,,"Leche desnatada pasteurizada y fermentos lacticos (incluidos fermentos kéfir),",milk,,,,,,,milk,
3083680901024,Ratatouille Cuisinée à la Provençal,fr,,,"Dès d'aubergines préfrites 25% (aubergines 22%, huile de tournesol), dès de courgettes 25%, purée de tomates mi-réduite 20%, oignons en dès 13%, poivrons rouges en dès 8%, double concentré de tomate 3%, huile d'olive vierge extra 2%, sucre 1,3%, sel, ail, jus concentré de citron, farine de BLE, thym 0.1%.",wheat_gluten,,,,,,,wheat_gluten,
3272770096942,Le goût primeur - Ligne & plaisir,fr,,,"Lait et crème pasteurisés (Origine : France), protéines du lait, sel,",milk,"milk, tree_nut",,,,,,milk,"milk, tree_nut"
3664346315371,Grand Arôme moins de sucres,en,,,"Sugar, fat-reduced cocoa powder (11 % cocoa butter) 47%, natural flavouring.",,milk,,,,,,,milk
54491472,Cola 500 Ml,en,,,"water, fructose-glucose syrup, carbon dioxide, colorant: e150d, acid: phosphoric acid, natural flavors, caffeine flavoring,",,,,,,,,,
7613035449626,NESTLE CHOCAPIC Céréales 645g,fr,,,"Farine de BLÉ complet 37,5 %, farine de BLÉ 18,5 %, chocolat en poudre 18,1 % (sucre, cacao en poudre*), semoule de maïs, sirop de glucose, extrait de malt d'ORGE (ORGE, ORGE malté), huile de tournesol, carbonate de calcium, sucre, farine d'ORGE malté, émulsifiant : lécithines ; sel, arômes naturels, fer, vitamines B3, B5, D, B6, B1, B2, B9. Peut contenir du LAIT et des FRUITS À COQUE. *Bilan massique certifié Rainforest Alliance. www.ra.org/fr. Nestlé achète une quantité de cacao certifié Rainforest Alliance équivalente à celle nécessaire pour ce produit.",wheat_gluten,"milk, tree_nut",,,,,,wheat_gluten,"milk, tree_nut"
5411188110835,"Alpro Mandeldrink, Original 1L",de,,,"Wasser, MANDELN (2,3%), Zucker, Calcium (Tricalciumphosphat), Meersalz, Stabilisatoren (Johannisbrotkernmehl, Gellan), Emulgator (Lecithine), natürliches Aroma, Vitamine (B2, B12, E, D2). Mandeln aus Spanien. Kann Spuren von Schalenfrüchten (keine Erdnüsse) enthalten.",tree_nut,tree_nut,,,,,,tree_nut,tree_nut
3178050000749,Huile d’olive vierge extra,fr,,,Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques.,,,,,,,,,
6111242102781,Tendre nature,fr,,,"Lait frais, crème, sucre, poudre de lait écrémé, ferments lactiques,",milk,milk,,,,,,milk,milk
3168930159896,Ice Tea Pêche,fr,,,"Eau, sucre, fructose, acidifiants (acide citrique, acide malique), extrait de thé noir⁽¹⁾ (0,12%), jus de pêche à base de concentré (0,1%), correcteur d'acidité (citrate trisodique), arômes, antioxydant (acide ascorbique), édulcorant (Glycosides de stéviol issus de Stevia),⁽¹⁾ Certifié Rainforest Alliance.",,,,,,,,,
4025500287955,Kalinka Kefir Fettarm Mild Pur,de,,,Milch.,milk,,,,,,,milk,
3564707095723,Boisson au soja nature bio,fr,,,"Jus de soja** (eau, graines de soja** 8%). Pourcentage exprimé sur le jus de soja. ** Ingrédient issu de l'agriculture biologique.",soy,,,,,,,soy,
8410076472953,Wraps,fr,,,"farine de _blé_, eau, stabilisant : glycérol, huile de tournesol, émulsifiant : mono - et diglycérides d'acides gras, dextrose, poudres à lever : carbonate acide de sodium, diphosphate disodique , sel,",wheat_gluten,,,,,,,wheat_gluten,
5412514938253,,nl,,,"na E Torillas a hana de trigo Ing dientes: haTRIGO (65%) agua, eltes gras vegeles (acelte palma, te de nabinestabilizantes E466, gas cante (E450, E500), acnte wedlá (E296), con ervades (E282, E202), sal emulgente (71), fba de AVENA, agente de tratamiento da (E920). Envasado en atmósfera patectora. Conservar a temperatura amente. Una vez abiertas, consumir Inmetamente, o conservar por un máximo de 3 as, cubiertas en la nevera. te de - Tortillas de farine de blé rédients: farine de BLE (65%), eau, hulles ses végétales (huile de palme, hulle stabilisants (E422, E466, E412) poudres lever (E450, E500), acidifiant 2961 p servateurs (E282, E202), sel émulsifiant (E471), fibre d'AVOINE, agent de traitement de la farine (E920). Conditionné ous atmosphère protectrice. Conserver à mpérature ambiante. Après ouverture, Commer immédiatement ou les conser ver x. 3 jours couvertes dans le frigidaire cilje od pšeničnog brašna Sasta PŠENIČNO brašno (65%), voda, jina ulja i masnoće (palmino ulje, repičino e), stabilizatori (E422, E466, E412), tvari za ee rahljenje (E450, E500), kiselina (E296), konzer Vansi (E282, E202), sol, emulgator (E471) ZOBENA vlakna, tvar za tretiranje brašna (E920). Pakirano u kontroliranoj atmosfer Cuvati na sobnoj temperaturi. Nakon otvaranja potrošiti odmah ili čuvati pokriveno u hladnjaku najviše 3 dana. Distributer za HR: Action Croatia do.o, Ulica grada Vukovara 269, 10000 Zagreb, +38518848840 sifie ture. or in a IT-Tortillas con farina di frumento Ingredienti: farina di FRUMENTO (65%), acqua, oli e grassi vegetali (ollo di palma, olio di ravizzone), stabilizzanti (E422, E466, E412) agenti levitanti (E450, E500), acidificante (E296) conservanti (E282, E202) sale, emulsionante (E471) fibra di AVENA, agenti di trattamento della farina (E920). Confezionato in atmosfera protettiva Conservare a temperature ambiente. Una volta aperte, consumare subito o conservare in frigorifero per un massimo di 3 giorni tenendole coperte PT-Tortilha de farinha de trigo SK-T Zložen voda olej, m E46E kys Ingredientes: farinha de TRIGO (65) água, deos e gorduras vegetals (oleo de palma, oleo de nabirha estabilizadores (E422, E466, E412) levedantes (E450, E500), acidificante (E296), conservantes. (E282, E202), sal, emulsionante (E471) fibra de AVEIA agente de tratamento da farinha (E920) Embalado em atmosfera protetora. Conservara temperatura ambiente. Após a abertura consumir Bale Imediatamente ou conservar durante máx. 3 dias cobertas no frigorifico RO-Tortilla din faina de grau Ingrediente: faina de GRAU (85%) apa, uleturi şi grasimi vegetale (ulei de palmier, ulel vegetal de rapital stabilizatori (E422, E468, E4121 plantagenti de afinare (E450, E500), acidifiant (296) Pellicola: 7 (Plastica). Raccolta differenziata Verifica le disposizioni del tuo comune. NL-Tortillas van tarwebloem Ingredienter: TARWEBLOEM (65%) water, aardige oliën en vetten (palmolie, raapzaadolie) stabilisatoren (E422, E46, E412) rsmiddelen (E450, E500 voedingsauur (E296), conserveer middelen (£282, E202) zout, emulgator (E471) HAVERVEZEL, meelverbeteraan (E920) Verpakt onder beschermende atmosfeer. Bewaren op kamertemperatuur. Ne opening in de koelkast bewaren in gesloten verpakking gedurende maximum 3 dagen PL-Tortille z mąki pszennej Skladnikt: maka PSZENNA (65%) woda oleje i tluszcze roślinne (olej palmowy, olej rzepakowy), stabilizatory (E422, E466, E412) substancje spulchniająca (E450, E500), kwas (E296) substancje konserwująca (E282, E202) sol emulgator (E471) blomnik OWSIANY, środek do przetwarzania maki (E920) Pakowano watmosferze ochronnej. Przechowywać w temperaturze pokojowej. Po otwarciu natychmiast spożyć lub przechowywać pod przykryciem w lodówce nie dłużej niż 3 dnt CHE NAHRWERTE/AVERAGE NUTRITIONAL VALUES/INFORMACIÓN NUTRICIONAL MEDIA/ ES/PROSJEČNE HRANJIVE VRIJEDNOSTI/VALORI NUTRITIVI MEDI/ ARTOŚĆ ODŻYWCZA/VALORES NUTRICIONAIS MÉDIOS/ OVÉ ÚDAJE/POVPREČNA HRANILNA VREDNOST conservant (E282, E202), sare, emulsifiant (E471) fibre de",wheat_gluten,,,,,,,wheat_gluten,
6111266962651,lait,fr,,,lait demi-écrémé,milk,,,,,,,milk,
7340191173491,Choco Drink,nb,,,"Sukker, fettredusert kakaopulver* 18% (kakaobønner: Utenfor EU (Vest-Afrika og/eller Sør-Amerika)), dekstrose, emulgator (E 322), salt, aroma. Kan inneholde spor av melk. *Rainforest Alliance sertifisert, ra.org",,milk,,,,,,,milk
8411945200226,Filetes de caballa del sur,es,,,"Filetes de Caballa, aceite de girasol y sal.",fish,,,,,,,fish,
5038862130929,INFATIGABLEU,fr,,,"pommes 66%, eau de coco 18%, 15 raisins , goyave  5%, fruit de la passion , jus de citron vert 0.9%, extrait de spiruline 0.6%, vitamines (B6, B12,C,niacine,acide pantothénique,biotine, acide folique )",,,,,,,,,
3560070308316,Biscottes Complètes bio,fr,,,"Farine de _blé_ complet* 85%, huile végétale de tournesol*, sucre*, levure, sel, gluten de _blé_*, agent de traitement de la farine : acide ascorbique.
* Ingrédients issus de l'agriculture biologique.
Peut contenir des traces de fruits à coque, de lait, d'œufs et de graines de sésame.",wheat_gluten,"egg, milk, sesame, tree_nut",,,,,,wheat_gluten,"egg, milk, sesame, tree_nut"
3302740087042,Les Tranches Végé Pois chiches,fr,,,"Eau, pois chiches 19,6%, blanc d'œuf poudre, huile de colza, fécules, bouillon (eau, carottes, oignons, plantes aromatiques, céleri, sel, huile de colza, épices), extrait de plantes, sel, arômes naturels, conservateur: vinaigre tamponné, poivre, colorant: caramel ordinaire.",egg,,,,,,,egg,
6111246722084,cream-cheese,fr,,,"lait écrémé pasteurisé, crème pasteurisée, ferments lactiques, présure, sel",milk,,,,,,,milk,
5411188127697,Barista Hafer,de,,,"_Haferbasis_ (95,6%) (Wasser, _Hafer _(10%)), Sonnenblumenöl, Zichorienwurzelfasern, Erbsenprotein, Säureregulator (Kaliumphosphate), Meersalz, Vitamine B2, D2.",wheat_gluten,,,,,,,wheat_gluten,
6111250474191,vinaigre de table blanc,fr,,,Vinaigre de table,,,,,,,,,
6111032000624,Lait naturel,fr,,,lait entier uht,milk,,,,,,,milk,
